id,name,ticker,type,strike,maturity,vol,marketPrice
1,BTC1,BTC/USD,call,28000,298,0.6749,9600.43659
2,BTC1,BTC/USD,call,30000,298,0.6646,8407.19823
3,BTC1,BTC/USD,call,32000,298,0.6559,7502.64657
4,BTC1,BTC/USD,call,34000,298,0.6495,6700.73907
4,BTC1,BTC/USD,call,35000,298,0.6464,6328.65399
4,BTC1,BTC/USD,call,36000,298,0.6437,5975.81469
4,BTC1,BTC/USD,call,38000,298,0.6398,5337.49632
4,BTC1,BTC/USD,call,40000,298,0.6370,4776.16107
4,BTC1,BTC/USD,call,45000,298,0.6334,3637.45242
