id,name,ticker,type,strike,maturity,vol,marketPrice
0,BTC1,BTC/USD,call,25000,59,0.7825,8035.27
10,BTC1,BTC/USD,call,28000,59,0.7223,5783.73
1,BTC1,BTC/USD,call,30000,59,0.6907,4483.91
2,BTC1,BTC/USD,call,32000,59,0.6644,3372.51
3,BTC1,BTC/USD,call,34000,59,0.6450,2478.28
4,BTC1,BTC/USD,call,35000,59,0.6386,2111.05
5,BTC1,BTC/USD,call,36000,59,0.6343,1794.84
6,BTC1,BTC/USD,call,38000,59,0.6289,1287.04
