snapped_at,price,market_cap,total_volume
2016-04-12,426.181,6573884543,1182165394
2016-04-13,424.269,6546120648,785800596
2016-04-14,424.932,6558071166,616490737.8
2016-04-15,429.966,6637309898,841700526.6
2016-04-16,430.941,6653836775,743886906.6
2016-04-17,428.027,6610502491,528907575.4
2016-04-18,428.506,6619389286,549297574.3
2016-04-19,436.37,6742483781,674540887.3
2016-04-20,441.916,6830010642,1101674781
2016-04-21,451.083,6973348482,1340299673
2016-04-22,447.488,6919439821,1244399315
2016-04-23,451.818,6987975324,835075482.7
2016-04-24,459.923,7114859335,1609960187
2016-04-25,460.466,7123685300,1607304204
2016-04-26,467.856,7240796777,1278134939
2016-04-27,444.789,6885300361,1344104894
2016-04-28,449.381,6957889603,1497339511
2016-04-29,456.566,7070940369,683291625.4
2016-04-30,447.903,6938342200,577836728.9
2016-05-01,452.592,7012822522,394606185.8
2016-05-02,444.488,6888908380,679795242.4
2016-05-03,450.3,6980741978,460396814.1
2016-05-04,447.119,6933273129,430680620.3
2016-05-05,448.922,6962982235,547921245.8
2016-05-06,461.62,7161803490,892002595.4
2016-05-07,459.248,7126736757,418352341.3
2016-05-08,459.283,7129139993,640880145.1
2016-05-09,461.747,7169395601,892533004.2
2016-05-10,450.326,6993799201,1121093827
2016-05-11,452.179,7024148586,672525013.6
2016-05-12,454.731,7065405649,697010377.1
2016-05-13,456.007,7086941589,489812072.4
2016-05-14,455.503,7080714422,540603400.5
2016-05-15,457.837,7118621365,514727783.6
2016-05-16,454.893,7074393585,649625052.5
2016-05-17,452.422,7037627800,456208618.6
2016-05-18,453.371,7054124066,382814029.9
2016-05-19,440.539,6855767039,626926267.8
2016-05-20,441.888,6878428608,644225134.7
2016-05-21,443.147,6899543980,382669886.1
2016-05-22,438.675,6831902516,369986913.4
2016-05-23,443.175,6903990658,378979422.1
2016-05-24,445.769,6945849972,423917608.1
2016-05-25,449.055,6998825287,593928754.6
2016-05-26,453.732,7073262178,772901620.2
2016-05-27,473.864,7388724420,1609915744
2016-05-28,528.545,8243121752,2308852892
2016-05-29,524.624,8182390025,2265760455
2016-05-30,534.224,8335577206,1027238918
2016-05-31,531.407,8293336920,976889071.5
2016-06-01,539.168,8416291167,864207752.9
2016-06-02,538.832,8413013020,655601895.7
2016-06-03,570.445,8908568259,947549857.4
2016-06-04,573.526,8958404429,1014758654
2016-06-05,574.4756747,8975651028,980649173.4
2016-06-06,585.563,9151383511,850291006.7
2016-06-07,577.9106943,9033842182,995595870
2016-06-08,583.139,9117713570,625927307.7
2016-06-09,577.607,9033585758,570784842.2
2016-06-10,579.2276479,9060944980,574507838.3
2016-06-11,597.746562,9352955399,567638086.3
2016-06-12,671.7122785,10512767357,2134843167
2016-06-13,704.2918522,11025583302,1929369214
2016-06-14,685.9321316,10740428206,1295617504
2016-06-15,693.227,10857217290,1111645976
2016-06-16,765.463,11991494583,2295279423
2016-06-17,749.419,11742908608,2089119189
2016-06-18,756.7996013,11861509350,1639977543
2016-06-19,764.046,11978503075,1440147059
2016-06-20,734.1617358,11512940800,1274257071
2016-06-21,664.9965294,10430819686,2616450205
2016-06-22,591.895,9286122276,2116429838
2016-06-23,623.2062564,9779539537,2950728709
2016-06-24,661.4166052,10381264326,2819565197
2016-06-25,666.0566979,10456807082,2165368589
2016-06-26,629.306,9882102247,1973414930
2016-06-27,648.3,10182702232,1893446211
2016-06-28,646.843,10162291636,1557753995
2016-06-29,637.437,10016780634,1478192306
2016-06-30,671.616,10556309174,1557452115
2016-07-01,677.71,10654888849,1520646626
2016-07-02,693.047,10897332419,1369565986
2016-07-03,664.7451003,10456041581,1980745475
2016-07-04,678.7005717,10678148802,1647219063
2016-07-05,667.530518,10504760880,1363651289
2016-07-06,675.919,10639167836,1193299158
2016-07-07,638.62,10054273625,2122556833
2016-07-08,665.7445063,10483645176,1407424927
2016-07-09,653.8705125,10298813662,1734638027
2016-07-10,650.321,10244077501,1043956725
2016-07-11,649.07,10225531861,969355597.1
2016-07-12,670.948,10571303712,1085661832
2016-07-13,658.15,10370703851,930971250.7
2016-07-14,659.576,10394281929,907126119.1
2016-07-15,665.6869915,10491679653,915530669.9
2016-07-16,663.501,10458476977,583921220
2016-07-17,678.3905582,10694420116,878701509.4
2016-07-18,674.7874378,10638777020,951136968
2016-07-19,674.557389,10636194258,721148317.7
2016-07-20,670.8934741,10579131342,718486386.1
2016-07-21,665.3643845,10493517599,651736587.5
2016-07-22,651.09,10269410782,744993482.4
2016-07-23,655.423,10338768243,749951409.5
2016-07-24,660.8489235,10425364937,628152931.6
2016-07-25,654.5186383,10326505496,571897923.7
2016-07-26,651.31,10276898044,704328935.7
2016-07-27,655.6182633,10345876482,701731382.9
2016-07-28,655.8904302,10351218168,590272472.8
2016-07-29,657.3423792,10375300169,498459288.3
2016-07-30,654.5489803,10332176091,381261251.2
2016-07-31,623.7457713,9847086966,1034681070
2016-08-01,605.747,9564059424,1099193369
2016-08-02,517.1349294,8165924599,1868906087
2016-08-03,567.3810616,8960483431,2497221231
2016-08-04,576.6037067,9107192616,1656264327
2016-08-05,576.0338,9099338659,730357921.5
2016-08-06,587.635,9283768001,781499291.6
2016-08-07,592.6675,9364319559,1119146427
2016-08-08,590.7125,9334500359,732938493.5
2016-08-09,585.3025,9249860836,764158462.5
2016-08-10,592.2668433,9361030949,787203551.1
2016-08-11,587.6138,9288488902,332761748.9
2016-08-12,586.53,9272434001,332148000.2
2016-08-13,584.4688683,9241013898,528917329.6
2016-08-14,570.7367,9024984100,800709328
2016-08-15,567.7342837,8978508770,689576137.5
2016-08-16,578.2231511,9145336947,665471810.7
2016-08-17,571.461915,9039235991,509828615.1
2016-08-18,572.2684198,9053050627,448162729.7
2016-08-19,573.4919907,9073411772,404401760.6
2016-08-20,581.9462731,9208301152,449090940.6
2016-08-21,580.5870271,9187908144,397848571.1
2016-08-22,585.2175,9262302917,391991120.3
2016-08-23,582.0038,9212472966,602216568.7
2016-08-24,577.8880532,9148400142,366732500.4
2016-08-25,576.1163,9121223052,401309291
2016-08-26,578.1038,9153633134,338221514.6
2016-08-27,568.575,9003730819,445311513.4
2016-08-28,573.5288,9083223370,339737295.9
2016-08-29,572.5102284,9068122329,381390186.6
2016-08-30,576.08,9125715540,414583282.4
2016-08-31,571.7582827,9058256695,335483654.4
2016-09-01,571.59,9056523460,356532608.3
2016-09-02,573.9625,9095188851,378500484.5
2016-09-03,596.195,9448393430,561496914.8
2016-09-04,608.6888,9647700437,884434073.9
2016-09-05,606.6438,9616262727,618185193
2016-09-06,610.6838,9681336387,560341026.7
2016-09-07,614.3264886,9740198080,597124132.7
2016-09-08,625.4675,9917920560,1600702239
2016-09-09,621.9125,9862631721,850137524.8
2016-09-10,623.0588,9881939361,586796232.5
2016-09-11,605.3154152,9601743135,1228662231
2016-09-12,605.8312052,9611117069,973866198.7
2016-09-13,606.645,9625199431,699782155.3
2016-09-14,608.425,9654573080,619105286
2016-09-15,605.5838,9610607639,549080254.7
2016-09-16,606.5533659,9627042762,546585886.1
2016-09-17,605.3438,9609021664,531090439.8
2016-09-18,608.795,9664864143,1306045902
2016-09-19,608.6176343,9663034352,1272958790
2016-09-20,607.7688126,9650615110,953214316.4
2016-09-21,595.8402492,9462412680,1589139471
2016-09-22,594.9588,9449414102,994983745.5
2016-09-23,601.8925,9560527882,1471656057
2016-09-24,601.2725,9551877467,1136053862
2016-09-25,599.3113,9522044920,1074112053
2016-09-26,606.0970645,9630957512,1917754354
2016-09-27,604.2075,9602128428,1448434854
2016-09-28,603.555,9592874199,1023325385
2016-09-29,604.6375,9611116960,1291135796
2016-09-30,608.2575,9669703048,1177411408
2016-10-01,614.0598845,9763087935,1673872374
2016-10-02,610.3588,9705298189,1018352267
2016-10-03,611.9609027,9731860021,767820467
2016-10-04,609.2425,9689785072,817050996.3
2016-10-05,611.6363,9729061309,915039145.9
2016-10-06,610.98,9719787550,714618920.4
2016-10-07,616.2188,9804216114,1104537956
2016-10-08,616.5338,9810492981,793016113.8
2016-10-09,614.6238,9781273121,901840112.4
2016-10-10,614.3138,9777010536,1274169413
2016-10-11,640.7,10198278180,2996984110
2016-10-12,635.6163,10118464866,2475619341
2016-10-13,634.6223388,10103624254,2099764691
2016-10-14,638.18,10161283203,1671558094
2016-10-15,637.2088,10146912931,1644480562
2016-10-16,640.1863,10195309967,1454057375
2016-10-17,637.4825,10153229676,1187159913
2016-10-18,635.465,10122263522,2024277148
2016-10-19,628.4375,10011295943,1955775380
2016-10-20,628.5425,10013934082,1803186001
2016-10-21,629.7188,10033936840,1283400177
2016-10-22,652.0875,10391486424,3522949283
2016-10-23,649.6263,10353442543,3643525163
2016-10-24,648.7663,10340849545,3212766801
2016-10-25,652.6338,10403520542,2499429907
2016-10-26,673.4175,10735427841,4850797703
2016-10-27,683.3725,10896021892,5041475157
2016-10-28,687.5588,10963463345,5069538566
2016-10-29,715.4103243,11409389607,6838400543
2016-10-30,697.2773625,11121149987,5824289996
2016-10-31,698.5763,11143032476,6861251336
2016-11-01,729.205,11633474056,5882440879
2016-11-02,734.1638,11713747882,4549460043
2016-11-03,686.0613,10947521328,10469111039
2016-11-04,702.11,11204614010,5929334121
2016-11-05,704.0225,11236368065,2146200088
2016-11-06,712.1263,11367022668,2676516224
2016-11-07,706.0925,11271922276,3299753094
2016-11-08,708.94,11318680822,3071821253
2016-11-09,721.1775,11515479618,4364284008
2016-11-10,713.2141433,11389753142,3237455966
2016-11-11,715.6425,11429941440,3576474208
2016-11-12,703.76,11241603256,6291883754
2016-11-13,702.346317,11220193118,3720281493
2016-11-14,705.55,11279469101,5335752435
2016-11-15,712.1588998,11386521351,7530105089
2016-11-16,740.8993549,11847684539,9936150861
2016-11-17,738.48,11810455254,5475859343
2016-11-18,748.4263,11970910273,3987706065
2016-11-19,750.4100481,12003962099,3235133019
2016-11-20,728.3713,11652611522,5039283040
2016-11-21,736.505,11783996775,3192815797
2016-11-22,748.1225,11971109864,3267220914
2016-11-23,741.1662465,11861151745,3775381683
2016-11-24,736.7486937,11791975961,3798900330
2016-11-25,738.2039432,11816670435,2481664642
2016-11-26,732.7338,11730463633,2391921659
2016-11-27,727.7575,11652161720,2688074106
2016-11-28,731.8424614,11719038708,2451726074
2016-11-29,731.81,11719891046,1904325476
2016-11-30,742.3588,11890119633,4489070915
2016-12-01,753.055,12062849170,5522487160
2016-12-02,771.1713,12354385552,4613958358
2016-12-03,764.8338233,12254501750,2869024714
2016-12-04,766.3688,12280532758,3517012112
2016-12-05,752.24,12055567494,3552862905
2016-12-06,758.6925,12160418227,3256985152
2016-12-07,763.915,12245767527,2603948961
2016-12-08,768.675,12323570552,2683311953
2016-12-09,769.8413,12343519928,3111825855
2016-12-10,773.1262934,12397466678,6551233316
2016-12-11,768.2325,12320826025,5508375144
2016-12-12,778.4323012,12485927227,6313690794
2016-12-13,778.215,12484153824,2821130580
2016-12-14,775.8913,12444714534,1558761071
2016-12-15,775.5725,12444351602,1345904094
2016-12-16,781.3375,12538210372,1764681181
2016-12-17,788.8775,12660596388,1759607152
2016-12-18,788.4413,12654965391,1469513205
2016-12-19,790.1163,12683371140,1102832367
2016-12-20,799.7213,12838925681,1894271980
2016-12-21,826.6207679,13272429705,6050784066
2016-12-22,859.3663,13799864747,7952522425
2016-12-23,917.0988,14728698438,5647399306
2016-12-24,891.6813,14322006704,4642138992
2016-12-25,894.3371332,14366519915,4022250326
2016-12-26,902.6063,14501002034,4809313198
2016-12-27,929.115,14928671402,4597863955
2016-12-28,977.14,15702309527,4906008702
2016-12-29,971.7213,15617018873,3796961161
2016-12-30,960.925,15445427988,4380999912
2016-12-31,966.5689709,15537921941,3381572989
2017-01-01,998.05,16045986193,3470830330
2017-01-02,1019.1988,16387926825,4444828109
2017-01-03,1035.5313,16652715383,4399421327
2017-01-04,1130.849516,18187664240,8705359110
2017-01-05,990.6675,15934886737,12102750397
2017-01-06,894.0325,14382278477,10713248032
2017-01-07,900.0788,14481153594,7496626398
2017-01-08,908.085,14611836820,4735054808
2017-01-09,901.878888,14513519375,4072687735
2017-01-10,905.7594627,14577733898,3216810929
2017-01-11,784.2775,12624083565,5258603516
2017-01-12,799.4275,12869633173,3344901198
2017-01-13,824.4988,13274790986,1860269657
2017-01-14,817.825,13169067954,1204479772
2017-01-15,821.9125,13236623006,923896735.4
2017-01-16,828.31,13341392032,831361487.5
2017-01-17,904.1525,14564800038,1316827457
2017-01-18,873.935,14079682756,1147970282
2017-01-19,896.89,14451431614,875858520.4
2017-01-20,891.4588,14366002978,613796288.1
2017-01-21,919.6775,14822821175,683491208.3
2017-01-22,918.778812,14810403902,830201798.2
2017-01-23,918.9075,14814052398,467022882.9
2017-01-24,885.7888,14281760610,378666162.6
2017-01-25,893.4738,14407365094,381951425.9
2017-01-26,915.36,14762033604,58349366.78
2017-01-27,918.2875,14811184893,49029317.21
2017-01-28,920.245,14844529150,21882209.49
2017-01-29,914.1425,14747986190,20288320.82
2017-01-30,920.9911459,14860100040,30166025.4
2017-01-31,968.2663,15624634422,101775253.2
2017-02-01,986.5728903,15922459702,92784081.55
2017-02-02,1008.403318,16276789220,93269627.17
2017-02-03,1015.4425,16392262891,138411478.2
2017-02-04,1033.63,16687723783,99014097.14
2017-02-05,1016.926159,16420090078,75284571.16
2017-02-06,1024.511089,16544150319,73413586.5
2017-02-07,1051.5,16981015238,89525304.92
2017-02-08,1055.3013,17045265644,164316931.4
2017-02-09,981.705,15858560741,333977588.2
2017-02-10,992.1113,16028562068,155061226.9
2017-02-11,1010.9463,16334579163,61189139.08
2017-02-12,1000.523769,16167938834,36448049.45
2017-02-13,996.1039359,16098583565,75754126.52
2017-02-14,1010.102162,16326912556,79285701.7
2017-02-15,1008.8813,16308969767,38397960.04
2017-02-16,1034.9038,16731535007,66797083.39
2017-02-17,1056.558091,17083619844,93994063.11
2017-02-18,1058.580931,17118312230,55001149.21
2017-02-19,1053.5025,17037979882,37478366.7
2017-02-20,1082.016823,17500458952,55971656.68
2017-02-21,1125.408815,18202277765,157173668.2
2017-02-22,1123.305,18168250822,99272532.8
2017-02-23,1185.654785,19176691563,132273779.1
2017-02-24,1180.871,19108706913,303444815.4
2017-02-25,1149.403678,18601876715,118187068.1
2017-02-26,1180.673,19110682514,89353606.54
2017-02-27,1193.129515,19314424735,87503104.9
2017-02-28,1190.331,19271383899,139855221.8
2017-03-01,1227.477149,19875003127,105587214.8
2017-03-02,1262.081,20437807787,174318244.9
2017-03-03,1289.540612,20884867166,152484577.4
2017-03-04,1268.814532,20551257964,121628868
2017-03-05,1276.233,20673857896,62090177.88
2017-03-06,1280.986,20753062038,65232264.87
2017-03-07,1233.056508,19978921138,213974224.5
2017-03-08,1149.631,18629281762,248575333.4
2017-03-09,1191.236722,19305673114,149501332.4
2017-03-10,1100.01059,17829356646,417086882.9
2017-03-11,1181.204123,19147525541,169071412.5
2017-03-12,1230.56,19950023304,104613431.4
2017-03-13,1243.264922,20158188044,131403644.1
2017-03-14,1246.556739,20214039432,86807305.13
2017-03-15,1258.457,20409261729,72763975.29
2017-03-16,1217.314541,19743578283,137592935.4
2017-03-17,1074.09387,17423426593,283988947.7
2017-03-18,961.962,15606390507,342885275
2017-03-19,1023.490101,16606689806,177388243.2
2017-03-20,1036.332012,16816818648,101975751.4
2017-03-21,1112.701532,18058074337,150015664.6
2017-03-22,1039.840173,16877645842,188848065.4
2017-03-23,1029.139414,16705852354,82048831.98
2017-03-24,940.0206266,15261293153,161801850.3
2017-03-25,965.2650627,15672767506,190451071.3
2017-03-26,954.47666,15499531724,130490540.4
2017-03-27,1042.605073,16932388063,138288339
2017-03-28,1044.722,16968792613,127643560.3
2017-03-29,1038.617198,16871375654,121169066.5
2017-03-30,1031.492906,16757840044,102438849.9
2017-03-31,1078.274711,17519577833,133287124.4
2017-04-01,1085.253,17634831647,87750426.9
2017-04-02,1098.068,,80231506.35
2017-04-03,1139.308275,18517903140,131765236
2017-04-04,1140.49759,18539058630,108222974.3
2017-04-05,1132.339905,18408732920,87439620.02
2017-04-06,1194.211,19416796070,128309277.2
2017-04-07,1189.775124,19347052264,90840184.05
2017-04-08,1182.271,19227110120,43899666.21
2017-04-09,1187.699,19316186631,41151425.52
2017-04-10,1210.515,19691023825,76050218.06
2017-04-11,1226.618,19955556307,78899688.76
2017-04-12,1218.299,19822303422,83573376.82
2017-04-13,1174.209,19106860359,131395672.1
2017-04-14,1183.687,19263144685,92892227.9
2017-04-15,1180.323,19210567707,53325277
2017-04-16,1186.31,19310204918,36294382.38
2017-04-17,1205.143,19618884440,83379623.41
2017-04-18,1217.58,19823480859,85025813.9
2017-04-19,1225.721,19958292471,71343829.94
2017-04-20,1253.904,20419371473,112476255.6
2017-04-21,1254.9875,20439557227,91517340.72
2017-04-22,1249.67,20355249795,84061246.82
2017-04-23,1247.8388,20327793188,84420564.21
2017-04-24,1249.9563,20364256791,70514448.3
2017-04-25,1263.045,20579834197,93017240.9
2017-04-26,1287.32,20977699423,121914930.8
2017-04-27,1331.3125,21697132034,134993633.4
2017-04-28,1321.205,21534600390,161417797.4
2017-04-29,1327.6863,21643161383,86320647.34
2017-04-30,1349.8863,22007601315,86247238.96
2017-05-01,1408.445,22964730936,217759983.7
2017-05-02,1442.245,23518941608,189160669.7
2017-05-03,1485.8175,24231937589,206154588.9
2017-05-04,1499.36,24455911024,335017412.6
2017-05-05,1506.0438,24567395211,324314593
2017-05-06,1547.815,25252078564,135507234.1
2017-05-07,1557.8838,25419561547,149859388.4
2017-05-08,1633.38,26655087386,276144904.9
2017-05-09,1700.1775,27748404857,383922543.3
2017-05-10,1747.3175,28521047691,288565639.4
2017-05-11,1808.7788,29527250348,313353159.7
2017-05-12,1700.7725,27767470034,248020430.2
2017-05-13,1751.73,28602793980,246696636.6
2017-05-14,1767.7088,28867391788,124978733
2017-05-15,1696.13,27702000822,231039670.3
2017-05-16,1716.315,28034610161,218205145.7
2017-05-17,1804.4513,29477763647,271656160.4
2017-05-18,1889.4088,30868475119,230137778.8
2017-05-19,1972.9013,32237082949,279848678.1
2017-05-20,2043.42,33393518555,274198303.3
2017-05-21,2053.8788,33568054937,264478153.8
2017-05-22,2109.3963,34479453631,580030832.8
2017-05-23,2292.7025,37479380943,389402023.7
2017-05-24,2448.1313,40025140034,555024432.8
2017-05-25,2366.9725,38704024228,889791512.3
2017-05-26,2262.36,36997900173,716011544
2017-05-27,2082.845,34066387967,683119789.1
2017-05-28,2219.4875,36305932628,401864331.3
2017-05-29,2286.2663,37402630788,312368211.9
2017-05-30,2167.6438,35466825282,335746190.7
2017-05-31,2329.0775,38113024210,416350458.7
2017-06-01,2436.0363,39868442922,438586633.5
2017-06-02,2514.2275,41152717324,292795886.9
2017-06-03,2562.54,41949676689,304803966.2
2017-06-04,2556.405,41854068528,254469613.9
2017-06-05,2721.5525,44563721217,334411829.5
2017-06-0623:29:55UTC,2903.4438,47547556371,1211604496
2017-06-07,2716.0588,44484425844,717931660.8
2017-06-0823:39:21UTC,2824.2038,46261410001,580940070.4
2017-06-09,2817.0638,46149913864,393210044.7
2017-06-10,2937.4538,48127389932,354694237.4
2017-06-11,3013.7138,49382412955,350197483.3
2017-06-12,2701.255,44267424095,792436484.8
2017-06-13,2736.1888,44844697933,410084483.7
2017-06-14,2503.401273,41033780986,565476421.8
2017-06-15,2444.493712,40072859209,845674827.7
2017-06-16,2513.810348,41213920650,404682134.6
2017-06-17,2683.571344,44001982614,386716359.4
2017-06-18,2577.219361,42262755912,320439362.7
2017-06-19,2620.136451,42971547871,307738404.8
2017-06-20,2777.792656,45561980142,461719561.5
2017-06-21,2717.003108,44569583132,447106675.8
2017-06-22,2724.912213,44703988751,273815444.5
2017-06-23,2737.746231,44920255723,187781433.4
2017-06-24,2618.416736,42966679004,314564252.6
2017-06-25,2606.863235,42781394179,320081172
2017-06-26,2488.194163,40837922140,540038332.5
2017-06-27,2531.348999,41550828141,518735269.2
2017-06-28,2575.43777,42279511903,351206317.8
2017-06-29,2561.681435,42057301540,239853090.8
2017-06-30,2490.753488,40897674122,210111037.8
2017-07-01,2439.82056,40066457532,207555417.5
2017-07-02,2518.545694,41365191379,226784228.6
2017-07-03,2576.714657,42326047726,304599469.9
2017-07-04,2610.997575,42894251457,274900590.6
2017-07-05,2607.219302,42836970322,238310795.5
2017-07-06,2612.670428,42931269844,175365965
2017-07-07,2509.21821,41236052947,260711000.7
2017-07-08,2563.195514,42128232902,178182801.7
2017-07-09,2519.217392,41409824820,117876420.6
2017-07-10,2363.515682,38856285255,387541497.1
2017-07-11,2353.910661,38703498121,420715282.4
2017-07-12,2387.328912,39258160521,314834432.8
2017-07-13,2364.321266,38884514157,233041527.7
2017-07-14,2228.728791,36658380772,320113442
2017-07-15,2033.291088,33447052810,463942211.4
2017-07-16,1927.099066,31704152053,480771847.6
2017-07-17,2181.286081,35890008657,495170862.9
2017-07-18,2303.889355,37911881678,729320057.5
2017-07-19,2274.621365,37434637985,577643323.8
2017-07-20,2766.825119,45540558048,1277986818
2017-07-21,2658.074912,43755767266,856653849.5
2017-07-22,2802.347887,46136314315,631346052.4
2017-07-23,2731.604007,44977531724,532874222.8
2017-07-24,2751.34707,45308735083,356970178.1
2017-07-25,2563.747895,42223997194,793382308.1
2017-07-26,2507.389685,41300436594,583046427.1
2017-07-27,2649.441201,43645402712,438390969.6
2017-07-28,2798.829313,46111586171,1248796319
2017-07-29,2720.102263,44819837646,862355190.6
2017-07-30,2740.323592,45158066502,373175816.2
2017-07-31,2871.368015,47322548226,438125892.5
2017-08-01,2737.763792,45126045891,745400937.1
2017-08-02,2697.850902,44473195323,412594211
2017-08-03,2777.367994,45788833024,339104668.2
2017-08-04,2845.897162,46925073393,368080367.5
2017-08-05,3237.070695,53382167034,1066264902
2017-08-06,3189.732453,52607099482,489419318.3
2017-08-07,3356.709738,55367416610,695546889.1
2017-08-08,3410.45008,56260701200,803019985.2
2017-08-09,3330.897825,54954274834,638922625.1
2017-08-10,3367.905387,55570438887,424604065.3
2017-08-11,3562.587663,58788973716,641330314.4
2017-08-12,3800.140625,62715286393,988460078.2
2017-08-13,4023.254522,66405071142,1549520790
2017-08-14,4175.695291,68927834713,1089626077
2017-08-15,4149.308759,68500212180,1908427436
2017-08-16,4262.558791,70376601817,1755705435
2017-08-17,4286.917435,70778773054,1774245121
2017-08-18,4097.685802,67671539511,1515069152
2017-08-19,4115.211988,67968693045,1710080500
2017-08-20,4001.228632,66092742689,551798952
2017-08-21,3935.229933,65008176479,712634899.4
2017-08-22,4008.416685,66221496791,1402352817
2017-08-23,4069.080239,67231683430,801748251
2017-08-24,4167.289177,68859869629,686855777.3
2017-08-25,4199.892032,69403950803,689332055.1
2017-08-26,4123.513371,68147140643,401970264.2
2017-08-27,4116.468739,68038485483,348607397.4
2017-08-28,4216.242773,69694649044,652038444.5
2017-08-29,4394.063436,72641940496,864725915.1
2017-08-30,4553.806527,75292523275,674336659.5
2017-08-31,4702.938163,77767841900,675647444.7
2017-09-01,4863.193049,80428274476,909131411.6
2017-09-02,4556.597777,75367266379,1475097323
2017-09-03,4632.462331,76631058146,1007165501
2017-09-04,4317.185188,71425022760,1554585274
2017-09-05,4447.875592,73598219046,1626968193
2017-09-06,4592.250278,75996461011,1060025862
2017-09-07,4584.820275,75883474995,669892692.7
2017-09-08,4285.207939,70933796921,1477975498
2017-09-09,4245.607341,70287354162,787822375.7
2017-09-10,4132.664642,68424784707,997139675.4
2017-09-11,4164.976212,68968724069,771493043.4
2017-09-12,4130.956285,68415142332,1062536774
2017-09-13,3883.652001,64328714659,1545425745
2017-09-14,3100.668155,51366093442,1950938472
2017-09-15,3587.943122,59446207725,3308099534
2017-09-16,3606.275197,59757602842,1399781741
2017-09-17,3553.432316,58889832717,846880197.9
2017-09-18,4012.285825,66500676482,1282809663
2017-09-19,3898.934732,64629619386,942656241.4
2017-09-20,3858.020951,63957210363,676074373.2
2017-09-21,3628.058588,60152757874,913652257.3
2017-09-22,3622.183039,60061814860,767837732.8
2017-09-23,3763.411406,62411285738,578068211.8
2017-09-24,3672.30508,60907151775,429544014.4
2017-09-25,3866.705153,64137374772,800311260.8
2017-09-26,3852.935205,63915425115,544391497.6
2017-09-27,4134.212415,68589320813,936452128.6
2017-09-28,4134.884951,68609525757,852500405.4
2017-09-29,4130.415246,68544241007,829225349.4
